TE,nORF,Class,Family,r_s,p_s,r_p,p_p
chr1:66622188:66623159:L2a,tracer10022,LINE,L2,0.811972494,5.37E-98,0.831945447,8.79E-111
chr1:66623876:66624922:L1MA6,tracer10022,LINE,L1,0.854904669,3.75E-119,0.870997283,2.92E-133
chr1:66631142:66632136:L1MB7,tracer10022,LINE,L1,0.827961025,3.42E-105,0.832582218,4.22E-111
chr1:66632435:66633334:L1MB7,tracer10022,LINE,L1,0.822665424,9.70E-103,0.831809786,1.03E-110
chr1:66750195:66750361:FAM,tracer10022,SINE,Alu,0.813989807,7.47E-99,0.835974459,8.04E-113
chr1:66768518:66768861:L2c,tracer10022,LINE,L2,0.820018317,1.53E-101,0.830077843,7.43E-110
chr1:66787301:66788377:L1P1,tracer10022,LINE,L1,0.836696292,1.94E-109,0.840937236,2.07E-115
chr1:66507119:66507478:L2c,tracer11791,LINE,L2,0.862231609,1.70E-123,0.871584269,1.18E-133
chr1:66512855:66513063:MIR,tracer11791,SINE,MIR,0.82077034,7.05E-102,0.832065378,7.66E-111
chr1:66514805:66514946:MIR3,tracer11791,SINE,MIR,0.814582917,4.16E-99,0.823795352,8.08E-107
chr1:66517576:66517845:LTR16A,tracer11791,LTR,ERVL,0.804968003,4.69E-95,0.817117506,1.01E-103
chr1:66520974:66521129:MIRb,tracer11791,SINE,MIR,0.828490631,1.90E-105,0.833924759,8.90E-112
chr1:66522020:66522143:MLT1D,tracer11791,LTR,ERVL-MaLR,0.818891748,5.00E-101,0.831208096,2.05E-110
chr1:66522244:66522672:MLT1D,tracer11791,LTR,ERVL-MaLR,0.843322074,8.14E-113,0.85799734,4.88E-125
chr1:66528069:66528422:L3,tracer11791,LINE,CR1,0.827790552,4.07E-105,0.833677334,1.19E-111
chr1:66535767:66535899:L2c,tracer11791,LINE,L2,0.8404786,2.43E-111,0.848314347,1.99E-119
chr1:66538927:66539131:MIRb,tracer11791,SINE,MIR,0.830906228,1.30E-106,0.845961014,4.01E-118
chr1:66539326:66539664:L3,tracer11791,LINE,CR1,0.85083413,6.99E-117,0.868905021,7.04E-132
chr1:66543083:66543270:L2c,tracer11791,LINE,L2,0.817300925,2.58E-100,0.833600314,1.30E-111
chr1:66545233:66545380:L3b,tracer11791,LINE,CR1,0.820949752,5.94E-102,0.829761722,1.06E-109
chr1:66548700:66549021:L2,tracer11791,LINE,L2,0.81843628,7.92E-101,0.832837028,3.14E-111
chr1:66554393:66554766:MLT1I,tracer11791,LTR,ERVL-MaLR,0.851720558,2.27E-117,0.859556353,5.58E-126
chr1:66560837:66561055:MIRb,tracer11791,SINE,MIR,0.80909326,9.15E-97,0.820582546,2.59E-105
chr1:66564147:66564555:L4,tracer11791,LINE,RTE,0.838048207,4.11E-110,0.849472116,4.46E-120
chr1:66565537:66565751:L2a,tracer11791,LINE,L2,0.808306866,1.93E-96,0.827959361,8.10E-109
chr1:66573989:66574392:L1M2,tracer11791,LINE,L1,0.820785137,7.02E-102,0.831604957,1.30E-110
chr1:66576251:66576478:MIR,tracer11791,SINE,MIR,0.827661541,4.66E-105,0.838213442,5.60E-114
chr1:66584481:66584629:L2c,tracer11791,LINE,L2,0.821650448,2.86E-102,0.841049993,1.81E-115
chr1:66585363:66585803:MLT1C,tracer11791,LTR,ERVL-MaLR,0.832486878,2.29E-107,0.849878339,2.63E-120
chr1:66592272:66593025:L1MC4a,tracer11791,LINE,L1,0.83392819,4.50E-108,0.832857395,3.07E-111
chr1:66596155:66596594:LTR16A,tracer11791,LTR,ERVL,0.848274263,1.77E-115,0.860457345,1.57E-126
chr1:66597935:66598135:MIRb,tracer11791,SINE,MIR,0.801256135,1.52E-93,0.81338349,4.82E-102
chr1:66600211:66600438:MIRc,tracer11791,SINE,MIR,0.813804691,8.92E-99,0.826517354,4.04E-108
chr1:66603920:66604191:AluSx1,tracer11791,SINE,Alu,0.827457313,5.80E-105,0.840547672,3.33E-115
chr1:66609337:66609745:MLT1J,tracer11791,LTR,ERVL-MaLR,0.848862595,8.60E-116,0.865731588,7.94E-130
chr1:66619704:66620017:L2c,tracer11791,LINE,L2,0.805247912,3.62E-95,0.826711468,3.26E-108
chr1:66622188:66623159:L2a,tracer11791,LINE,L2,0.807957597,2.67E-96,0.827712278,1.07E-108
chr1:66623876:66624922:L1MA6,tracer11791,LINE,L1,0.852106973,1.39E-117,0.868283231,1.79E-131
chr1:66627509:66627741:MIRb,tracer11791,SINE,MIR,0.831499338,6.80E-107,0.838169982,5.90E-114
chr1:66631142:66632136:L1MB7,tracer11791,LINE,L1,0.820239963,1.22E-101,0.828877838,2.89E-109
chr1:66632435:66633334:L1MB7,tracer11791,LINE,L1,0.861003928,9.47E-123,0.868009091,2.71E-131
chr1:66642897:66643075:L2a,tracer11791,LINE,L2,0.838181841,3.55E-110,0.855563798,1.37E-123
chr1:66727942:66728016:MIR,tracer11791,SINE,MIR,0.80570415,2.35E-95,0.823116259,1.69E-106
chr1:66743506:66743741:MIR,tracer11791,SINE,MIR,0.8029231,3.23E-94,0.821972713,5.83E-106
chr1:66747029:66747257:L3,tracer11791,LINE,CR1,0.811444429,9.01E-98,0.829764611,1.06E-109
chr1:66768518:66768861:L2c,tracer11791,LINE,L2,0.847921912,2.74E-115,0.855497927,1.50E-123
chr1:66775030:66775174:MIRc,tracer11791,SINE,MIR,0.805784762,2.18E-95,0.815727353,4.31E-103
chr1:66788683:66789242:L2c,tracer11791,LINE,L2,0.818883425,5.01E-101,0.832693683,3.71E-111
chr1:66507119:66507478:L2c,tracer93780,LINE,L2,0.823637088,3.59E-103,0.82072414,2.23E-105
chr1:66535767:66535899:L2c,tracer93780,LINE,L2,0.82239014,1.30E-102,0.820155556,4.09E-105
chr1:66539326:66539664:L3,tracer93780,LINE,CR1,0.814489203,4.55E-99,0.811204214,4.41E-101
chr1:66554393:66554766:MLT1I,tracer93780,LTR,ERVL-MaLR,0.82969211,4.99E-106,0.821610386,8.61E-106
chr1:66596155:66596594:LTR16A,tracer93780,LTR,ERVL,0.82588622,3.27E-104,0.8252926,1.57E-107
chr1:66609337:66609745:MLT1J,tracer93780,LTR,ERVL-MaLR,0.800807449,2.31E-93,0.800572635,1.45E-96
chr1:66632435:66633334:L1MB7,tracer93780,LINE,L1,0.838644553,2.06E-110,0.827232147,1.83E-108
chr1:66642897:66643075:L2a,tracer93780,LINE,L2,0.810467216,2.36E-97,0.811049464,5.15E-101
chr1:66512855:66513063:MIR,bknvH1,SINE,MIR,0.778145954,8.05E-85,0.801264396,7.53E-97
chr1:66514805:66514946:MIR3,bknvH1,SINE,MIR,0.779467967,2.72E-85,0.800812212,1.16E-96
chr1:66532449:66532611:MIRb,bknvH1,SINE,MIR,0.797179582,6.27E-92,0.814973333,9.40E-103
chr1:66553305:66553712:L1PA3,bknvH1,LINE,L1,0.799927187,5.23E-93,0.813123935,6.28E-102
chr1:66555612:66555812:L3,bknvH1,LINE,CR1,0.796240285,1.46E-91,0.817509259,6.71E-104
chr1:66557684:66557757:L2c,bknvH1,LINE,L2,0.789731795,4.56E-89,0.811732763,2.58E-101
chr1:66560837:66561055:MIRb,bknvH1,SINE,MIR,0.783093215,1.32E-86,0.807566881,1.67E-99
chr1:66609337:66609745:MLT1J,bknvH1,LTR,ERVL-MaLR,0.792355784,4.66E-90,0.805335141,1.49E-98
chr1:66632435:66633334:L1MB7,bknvH1,LINE,L1,0.779617632,2.41E-85,0.806687912,3.96E-99
chr1:66507119:66507478:L2c,3wobH2,LINE,L2,0.791476298,9.93E-90,0.816189583,2.66E-103
chr1:66522020:66522143:MLT1D,3wobH2,LTR,ERVL-MaLR,0.776795136,2.40E-84,0.809561817,2.30E-100
chr1:66609337:66609745:MLT1J,3wobH2,LTR,ERVL-MaLR,0.795847708,2.08E-91,0.811801437,2.41E-101
chr1:66642897:66643075:L2a,3wobH2,LINE,L2,0.787474194,3.25E-88,0.826256285,5.40E-108
chr1:66743506:66743741:MIR,3wobH2,SINE,MIR,0.762891274,1.27E-79,0.807243588,2.29E-99
chr1:66745084:66745306:AluSz,3wobH2,SINE,Alu,0.784708866,3.42E-87,0.827767315,1.00E-108
chr1:66761589:66761968:L2c,3wobH2,LINE,L2,0.761939648,2.62E-79,0.815461753,5.67E-103
chr1:66745084:66745306:AluSz,ahqxH1,SINE,Alu,0.752302847,3.20E-76,0.807385524,1.99E-99
chr1:66507119:66507478:L2c,cwydH1,LINE,L2,0.772145667,9.94E-83,0.813548634,4.07E-102
chr1:66517576:66517845:LTR16A,cwydH1,LTR,ERVL,0.792240497,5.13E-90,0.82297669,1.97E-106
chr1:66522244:66522672:MLT1D,cwydH1,LTR,ERVL-MaLR,0.796404442,1.26E-91,0.824156647,5.44E-107
chr1:66538927:66539131:MIRb,cwydH1,SINE,MIR,0.755802781,2.51E-77,0.80134143,7.00E-97
chr1:66539326:66539664:L3,cwydH1,LINE,CR1,0.789210828,7.20E-89,0.823687359,9.09E-107
chr1:66543083:66543270:L2c,cwydH1,LINE,L2,0.7665475,7.86E-81,0.81240934,1.30E-101
chr1:66554393:66554766:MLT1I,cwydH1,LTR,ERVL-MaLR,0.760196386,9.77E-79,0.807152934,2.51E-99
chr1:66554778:66554938:MIRc,cwydH1,SINE,MIR,0.786595426,6.88E-88,0.820616762,2.50E-105
chr1:66555612:66555812:L3,cwydH1,LINE,CR1,0.792196106,5.31E-90,0.815564903,5.10E-103
chr1:66564147:66564555:L4,cwydH1,LINE,RTE,0.778413086,6.45E-85,0.801871374,4.22E-97
chr1:66565537:66565751:L2a,cwydH1,LINE,L2,0.770202339,4.61E-82,0.812781587,8.90E-102
chr1:66579645:66580010:MLT1A0,cwydH1,LTR,ERVL-MaLR,0.794210182,8.99E-91,0.824673149,3.09E-107
chr1:66585363:66585803:MLT1C,cwydH1,LTR,ERVL-MaLR,0.777354028,1.53E-84,0.803161129,1.22E-97
chr1:66623876:66624922:L1MA6,cwydH1,LINE,L1,0.799407291,8.44E-93,0.828224351,6.02E-109
chr1:66627509:66627741:MIRb,cwydH1,SINE,MIR,0.777326592,1.56E-84,0.810474405,9.19E-101
chr1:66631142:66632136:L1MB7,cwydH1,LINE,L1,0.793751478,1.34E-90,0.811224112,4.32E-101
chr1:66632435:66633334:L1MB7,cwydH1,LINE,L1,0.786326816,8.61E-88,0.824221426,5.07E-107
chr1:66748289:66748415:MIRc,cwydH1,SINE,MIR,0.75777709,5.84E-78,0.803254246,1.12E-97
chr1:66768518:66768861:L2c,cwydH1,LINE,L2,0.798926545,1.30E-92,0.821614286,8.58E-106
chr1:66788683:66789242:L2c,cwydH1,LINE,L2,0.769247629,9.69E-82,0.804586389,3.09E-98
chr1:66522020:66522143:MLT1D,0z1rH3,LTR,ERVL-MaLR,0.782663038,1.90E-86,0.811734843,2.58E-101
chr1:66538927:66539131:MIRb,0z1rH3,SINE,MIR,0.799221096,9.97E-93,0.826217757,5.64E-108
chr1:66681597:66681735:LTR78B,0z1rH3,LTR,ERV1,0.775985005,4.60E-84,0.830732027,3.53E-110
chr1:66745084:66745306:AluSz,0z1rH3,SINE,Alu,0.776235627,3.75E-84,0.811681283,2.72E-101
chr1:66750195:66750361:FAM,0z1rH3,SINE,Alu,0.79375903,1.34E-90,0.818166804,3.36E-104
chr1:66750613:66750742:MIRc,0z1rH3,SINE,MIR,0.780975881,7.80E-86,0.826784769,3.00E-108
chr1:66761589:66761968:L2c,0z1rH3,LINE,L2,0.766287321,9.56E-81,0.804335231,3.94E-98
chr1:66762129:66762337:MIR,0z1rH3,SINE,MIR,0.788636369,1.19E-88,0.828920777,2.75E-109
chr1:66566036:66566190:L2a,5sz1H1,LINE,L2,0.798017768,2.91E-92,0.802425344,2.48E-97
chr1:66576150:66576227:MIRb,5sz1H1,SINE,MIR,0.798260222,2.36E-92,0.801538895,5.80E-97
chr1:66517009:66517053:MIR,0wq0H6,SINE,MIR,0.795382067,3.15E-91,0.8123368,1.40E-101
chr1:66543638:66543744:MIR,0wq0H6,SINE,MIR,0.775152335,8.97E-84,0.805084071,1.90E-98
chr1:66553305:66553712:L1PA3,0wq0H6,LINE,L1,0.797370249,5.29E-92,0.815938608,3.46E-103
chr1:66576150:66576227:MIRb,0wq0H6,SINE,MIR,0.78794415,2.16E-88,0.826925949,2.57E-108
chr1:66595372:66595458:MIRb,0wq0H6,SINE,MIR,0.773997855,2.28E-83,0.816341975,2.27E-103
chr1:66621426:66621550:L2,0wq0H6,LINE,L2,0.779012978,3.95E-85,0.812113634,1.76E-101
chr1:66628753:66628906:MIRb,0wq0H6,SINE,MIR,0.787731136,2.60E-88,0.81658072,1.77E-103
chr1:66637550:66637633:MIRb,0wq0H6,SINE,MIR,0.783174527,1.24E-86,0.814988485,9.25E-103
chr1:66640159:66640437:AluSg,0wq0H6,SINE,Alu,0.761655578,3.24E-79,0.802785074,1.76E-97
chr1:66661876:66662042:MIR3,0wq0H6,SINE,MIR,0.798113177,2.67E-92,0.846708277,1.55E-118
chr1:66676953:66677201:L2a,0wq0H6,LINE,L2,0.762322364,1.96E-79,0.802488227,2.34E-97
chr1:66702523:66702729:MIRb,0wq0H6,SINE,MIR,0.783693086,7.99E-87,0.827018318,2.32E-108
chr1:66725056:66725451:L2b,0wq0H6,LINE,L2,0.782866187,1.60E-86,0.819612184,7.29E-105
chr1:66725557:66725743:MIR,0wq0H6,SINE,MIR,0.768641572,1.56E-81,0.808311017,7.98E-100
chr1:66727942:66728016:MIR,0wq0H6,SINE,MIR,0.798920688,1.30E-92,0.828874776,2.90E-109
chr1:66730019:66730235:MIRb,0wq0H6,SINE,MIR,0.79203969,6.08E-90,0.819875843,5.51E-105
chr1:66731229:66731342:MIR3,0wq0H6,SINE,MIR,0.787103038,4.45E-88,0.822652132,2.80E-106
chr1:66740222:66740416:MIR,0wq0H6,SINE,MIR,0.770079493,5.06E-82,0.807984088,1.10E-99
chr1:66745084:66745306:AluSz,0wq0H6,SINE,Alu,0.767613957,3.47E-81,0.818322409,2.86E-104
chr1:66748808:66749031:MIR,0wq0H6,SINE,MIR,0.79327739,2.04E-90,0.81870621,1.90E-104
chr1:66750195:66750361:FAM,0wq0H6,SINE,Alu,0.766678977,7.13E-81,0.810574789,8.31E-101
chr1:66750856:66751015:L1M4,0wq0H6,LINE,L1,0.793880904,1.20E-90,0.830323451,5.62E-110
chr1:66753404:66753676:AluJr4,0wq0H6,SINE,Alu,0.752563951,2.65E-76,0.800651696,1.35E-96
chr1:66754100:66754188:MIR,0wq0H6,SINE,MIR,0.795345229,3.25E-91,0.83094996,2.75E-110
chr1:66759607:66759909:AluSx1,0wq0H6,SINE,Alu,0.797123479,6.58E-92,0.827444201,1.44E-108
chr1:66761589:66761968:L2c,0wq0H6,LINE,L2,0.78609469,1.05E-87,0.826630971,3.56E-108
chr1:66791084:66791172:L2b,0wq0H6,LINE,L2,0.767887392,2.82E-81,0.815312157,6.62E-103
chr1:66538927:66539131:MIRb,fib2H7,SINE,MIR,0.769564186,7.56E-82,0.801672692,5.10E-97
chr1:66750195:66750361:FAM,fib2H7,SINE,Alu,0.776988232,2.06E-84,0.80189747,4.12E-97
chr1:66750613:66750742:MIRc,fib2H7,SINE,MIR,0.75860306,3.19E-78,0.80181653,4.45E-97
chr1:66522020:66522143:MLT1D,2dheH1,LTR,ERVL-MaLR,0.795022471,4.33E-91,0.827278192,1.73E-108
chr1:66522244:66522672:MLT1D,2dheH1,LTR,ERVL-MaLR,0.788453103,1.39E-88,0.81086208,6.22E-101
chr1:66548700:66549021:L2,2dheH1,LINE,L2,0.775474665,6.94E-84,0.800368168,1.76E-96
chr1:66555910:66556069:X7B_LINE,2dheH1,LINE,CR1,0.79261304,3.71E-90,0.817374904,7.73E-104
chr1:66609337:66609745:MLT1J,2dheH1,LTR,ERVL-MaLR,0.799131544,1.08E-92,0.817698288,5.51E-104
chr1:66622188:66623159:L2a,2dheH1,LINE,L2,0.782882372,1.58E-86,0.80222957,3.00E-97
chr1:66632435:66633334:L1MB7,2dheH1,LINE,L1,0.794973456,4.51E-91,0.800363745,1.77E-96
chr1:66681597:66681735:LTR78B,2dheH1,LTR,ERV1,0.740875312,9.79E-73,0.806147455,6.73E-99
chr1:66750195:66750361:FAM,2dheH1,SINE,Alu,0.764647329,3.36E-80,0.803975432,5.58E-98
chr1:66750613:66750742:MIRc,2dheH1,SINE,MIR,0.759114053,2.19E-78,0.80194871,3.92E-97
chr1:66753404:66753676:AluJr4,2dheH1,SINE,Alu,0.765511254,1.73E-80,0.804992376,2.08E-98
chr1:66761589:66761968:L2c,2dheH1,LINE,L2,0.772183738,9.68E-83,0.809799207,1.81E-100
chr1:66762129:66762337:MIR,981yH2,SINE,MIR,0.734328292,8.00E-71,0.804557933,3.17E-98
chr1:66507119:66507478:L2c,7efkH1,LINE,L2,0.79967826,6.56E-93,0.828164453,6.44E-109
chr1:66522020:66522143:MLT1D,7efkH1,LTR,ERVL-MaLR,0.78408755,5.79E-87,0.813525344,4.16E-102
chr1:66522244:66522672:MLT1D,7efkH1,LTR,ERVL-MaLR,0.790892282,1.66E-89,0.816475438,1.98E-103
chr1:66539326:66539664:L3,7efkH1,LINE,CR1,0.799124454,1.08E-92,0.82118729,1.36E-105
chr1:66555910:66556069:X7B_LINE,7efkH1,LINE,CR1,0.767955211,2.67E-81,0.801669215,5.12E-97
chr1:66565537:66565751:L2a,7efkH1,LINE,L2,0.772606067,6.95E-83,0.808774371,5.03E-100
chr1:66621426:66621550:L2,7efkH1,LINE,L2,0.766969212,5.68E-81,0.803586433,8.13E-98
chr1:66622188:66623159:L2a,7efkH1,LINE,L2,0.790879797,1.67E-89,0.816810356,1.40E-103
chr1:66632435:66633334:L1MB7,7efkH1,LINE,L1,0.781832561,3.83E-86,0.803042418,1.37E-97
chr1:66642897:66643075:L2a,7efkH1,LINE,L2,0.793831628,1.25E-90,0.834242839,6.14E-112
chr1:66725056:66725451:L2b,7efkH1,LINE,L2,0.75557759,2.97E-77,0.810718783,7.19E-101
chr1:66740222:66740416:MIR,7efkH1,SINE,MIR,0.771714861,1.39E-82,0.823244653,1.47E-106
chr1:66745084:66745306:AluSz,7efkH1,SINE,Alu,0.795581671,2.64E-91,0.842907681,1.84E-116
chr1:66750195:66750361:FAM,7efkH1,SINE,Alu,0.780406354,1.25E-85,0.82817091,6.39E-109
chr1:66750613:66750742:MIRc,7efkH1,SINE,MIR,0.742955666,2.34E-73,0.8040784,5.05E-98
chr1:66753404:66753676:AluJr4,7efkH1,SINE,Alu,0.768884642,1.29E-81,0.822263656,4.26E-106
chr1:66754100:66754188:MIR,7efkH1,SINE,MIR,0.777911378,9.69E-85,0.822979459,1.96E-106
chr1:66761589:66761968:L2c,7efkH1,LINE,L2,0.797797047,3.57E-92,0.842162701,4.61E-116
chr1:66762129:66762337:MIR,7efkH1,SINE,MIR,0.768482351,1.76E-81,0.828061912,7.22E-109
chr1:66768518:66768861:L2c,7efkH1,LINE,L2,0.789340918,6.43E-89,0.817942079,4.26E-104
chr1:66775299:66775460:MIRc,7efkH1,SINE,MIR,0.758282651,4.02E-78,0.804807268,2.49E-98
chr1:66776816:66777051:MIRc,7efkH1,SINE,MIR,0.727184464,8.36E-69,0.802559626,2.18E-97
chr1:66522020:66522143:MLT1D,8nwmH4,LTR,ERVL-MaLR,0.79164788,8.53E-90,0.822724429,2.59E-106
chr1:66539326:66539664:L3,8nwmH4,LINE,CR1,0.789603054,5.10E-89,0.801739558,4.79E-97
chr1:66576150:66576227:MIRb,8nwmH4,SINE,MIR,0.758394582,3.71E-78,0.804534957,3.24E-98
chr1:66609337:66609745:MLT1J,8nwmH4,LTR,ERVL-MaLR,0.787865341,2.31E-88,0.805185834,1.72E-98
chr1:66642897:66643075:L2a,8nwmH4,LINE,L2,0.789819613,4.23E-89,0.825793064,9.02E-108
chr1:66681597:66681735:LTR78B,8nwmH4,LTR,ERV1,0.764730591,3.15E-80,0.835524692,1.37E-112
chr1:66689065:66690120:L2a,8nwmH4,LINE,L2,0.760398409,8.41E-79,0.80881059,4.86E-100
chr1:66725056:66725451:L2b,8nwmH4,LINE,L2,0.766105549,1.10E-80,0.829221347,1.96E-109
chr1:66743506:66743741:MIR,8nwmH4,SINE,MIR,0.778441092,6.31E-85,0.824819034,2.64E-107
chr1:66745084:66745306:AluSz,8nwmH4,SINE,Alu,0.790070544,3.40E-89,0.841705337,8.09E-116
chr1:66750195:66750361:FAM,8nwmH4,SINE,Alu,0.79191407,6.79E-90,0.833673844,1.19E-111
chr1:66750613:66750742:MIRc,8nwmH4,SINE,MIR,0.773473027,3.46E-83,0.836148918,6.54E-113
chr1:66753404:66753676:AluJr4,8nwmH4,SINE,Alu,0.768086409,2.41E-81,0.83185515,9.75E-111
chr1:66754100:66754188:MIR,8nwmH4,SINE,MIR,0.772603168,6.95E-83,0.824184614,5.28E-107
chr1:66761589:66761968:L2c,8nwmH4,LINE,L2,0.796088342,1.68E-91,0.854262098,7.96E-123
chr1:66762129:66762337:MIR,8nwmH4,SINE,MIR,0.789146199,7.60E-89,0.848106262,2.60E-119
chr1:66775299:66775460:MIRc,8nwmH4,SINE,MIR,0.754693118,5.62E-77,0.810047055,1.41E-100
chr1:66776816:66777051:MIRc,8nwmH4,SINE,MIR,0.744671674,7.11E-74,0.820848948,1.95E-105
chr1:66787012:66787114:L2c,8nwmH4,LINE,L2,0.735883336,2.85E-71,0.815635323,4.74E-103
chr1:66522020:66522143:MLT1D,ietnH10,LTR,ERVL-MaLR,0.754645538,5.82E-77,0.805613277,1.14E-98
chr1:66538927:66539131:MIRb,ietnH10,SINE,MIR,0.763987942,5.55E-80,0.809654093,2.09E-100
chr1:66507119:66507478:L2c,tracer76249,LINE,L2,0.772640439,6.77E-83,0.80691359,3.17E-99
chr1:66512855:66513063:MIR,tracer76249,SINE,MIR,0.774189645,1.96E-83,0.80888486,4.51E-100
chr1:66514805:66514946:MIR3,tracer76249,SINE,MIR,0.798521942,1.86E-92,0.822995049,1.93E-106
chr1:66517009:66517053:MIR,tracer76249,SINE,MIR,0.787175481,4.20E-88,0.803650113,7.64E-98
chr1:66522244:66522672:MLT1D,tracer76249,LTR,ERVL-MaLR,0.797242625,5.93E-92,0.832604823,4.11E-111
chr1:66528069:66528422:L3,tracer76249,LINE,CR1,0.796584625,1.07E-91,0.818137593,3.47E-104
chr1:66538927:66539131:MIRb,tracer76249,SINE,MIR,0.763046488,1.13E-79,0.810688244,7.42E-101
chr1:66539326:66539664:L3,tracer76249,LINE,CR1,0.796844342,8.47E-92,0.829243433,1.91E-109
chr1:66543083:66543270:L2c,tracer76249,LINE,L2,0.77910253,3.69E-85,0.823557511,1.05E-106
chr1:66543428:66543555:MIR,tracer76249,SINE,MIR,0.762120293,2.28E-79,0.806831166,3.44E-99
chr1:66545233:66545380:L3b,tracer76249,LINE,CR1,0.765055324,2.45E-80,0.800474229,1.60E-96
chr1:66554393:66554766:MLT1I,tracer76249,LTR,ERVL-MaLR,0.774627079,1.37E-83,0.818526364,2.30E-104
chr1:66554778:66554938:MIRc,tracer76249,SINE,MIR,0.77200528,1.11E-82,0.820981399,1.69E-105
chr1:66564147:66564555:L4,tracer76249,LINE,RTE,0.776478235,3.11E-84,0.818031916,3.88E-104
chr1:66565537:66565751:L2a,tracer76249,LINE,L2,0.767879068,2.83E-81,0.810508217,8.89E-101
chr1:66576251:66576478:MIR,tracer76249,SINE,MIR,0.77255659,7.20E-83,0.813814685,3.10E-102
chr1:66600211:66600438:MIRc,tracer76249,SINE,MIR,0.776809316,2.37E-84,0.810253644,1.15E-100
chr1:66603920:66604191:AluSx1,tracer76249,SINE,Alu,0.756820531,1.18E-77,0.80105356,9.21E-97
chr1:66615279:66615541:AluJr4,tracer76249,SINE,Alu,0.784240297,5.08E-87,0.810380566,1.01E-100
chr1:66623876:66624922:L1MA6,tracer76249,LINE,L1,0.798529186,1.85E-92,0.835716329,1.09E-112
chr1:66627509:66627741:MIRb,tracer76249,SINE,MIR,0.77903841,3.88E-85,0.818843592,1.65E-104
chr1:66632435:66633334:L1MB7,tracer76249,LINE,L1,0.784838956,3.06E-87,0.82444669,3.96E-107
chr1:66661231:66661375:MIRb,tracer76249,SINE,MIR,0.750477124,1.19E-75,0.804623401,2.98E-98
chr1:66748289:66748415:MIRc,tracer76249,SINE,MIR,0.784440364,4.30E-87,0.827535758,1.30E-108
chr1:66748808:66749031:MIR,tracer76249,SINE,MIR,0.763392858,8.69E-80,0.812886872,8.00E-102
chr1:66750195:66750361:FAM,tracer76249,SINE,Alu,0.737783527,7.99E-72,0.802230706,2.99E-97
chr1:66754100:66754188:MIR,tracer76249,SINE,MIR,0.758996448,2.38E-78,0.811068909,5.05E-101
chr1:66768518:66768861:L2c,tracer76249,LINE,L2,0.794188449,9.14E-91,0.830652168,3.86E-110
chr1:66775299:66775460:MIRc,tracer76249,SINE,MIR,0.76322251,9.89E-80,0.8176749,5.64E-104
chr1:66787301:66788377:L1P1,tracer76249,LINE,L1,0.772332786,8.59E-83,0.802194118,3.10E-97
chr1:66788683:66789242:L2c,tracer76249,LINE,L2,0.770854636,2.76E-82,0.806282271,5.90E-99
chr1:66573989:66574392:L1M2,tracer5270,LINE,L1,0.799730198,6.27E-93,0.807728644,1.42E-99
chr1:66517576:66517845:LTR16A,tracer112653,LTR,ERVL,0.786446271,7.80E-88,0.809273275,3.06E-100
chr1:66553305:66553712:L1PA3,tracer112653,LINE,L1,0.777231645,1.68E-84,0.806949551,3.06E-99
chr1:66554778:66554938:MIRc,tracer112653,SINE,MIR,0.769883849,5.88E-82,0.811244415,4.23E-101
chr1:66555910:66556069:X7B_LINE,tracer112653,LINE,CR1,0.785920364,1.22E-87,0.814790629,1.13E-102
chr1:66579645:66580010:MLT1A0,tracer112653,LTR,ERVL-MaLR,0.79121581,1.25E-89,0.824440433,3.99E-107
chr1:66613672:66613951:AluSz6,tracer112653,SINE,Alu,0.773917444,2.43E-83,0.805179231,1.73E-98
chr1:66623876:66624922:L1MA6,tracer112653,LINE,L1,0.798131519,2.64E-92,0.823125478,1.67E-106
chr1:66748808:66749031:MIR,tracer112653,SINE,MIR,0.787122104,4.39E-88,0.825057303,2.03E-107
chr1:66750195:66750361:FAM,tracer112653,SINE,Alu,0.793348262,1.92E-90,0.82258624,3.00E-106
chr1:66754100:66754188:MIR,tracer112653,SINE,MIR,0.743209063,1.96E-73,0.800248983,1.98E-96
chr1:66783829:66784041:MIRb,tracer112653,SINE,MIR,0.769963276,5.55E-82,0.812302521,1.45E-101
chr1:66522020:66522143:MLT1D,tracer10022,LTR,ERVL-MaLR,0.798937026,1.29E-92,0.821967806,5.86E-106
chr1:66543083:66543270:L2c,tracer10022,LINE,L2,0.792580826,3.81E-90,0.811884314,2.22E-101
chr1:66548700:66549021:L2,tracer10022,LINE,L2,0.798862117,1.37E-92,0.813840846,3.01E-102
chr1:66554393:66554766:MLT1I,tracer10022,LTR,ERVL-MaLR,0.795903659,1.98E-91,0.81193317,2.11E-101
chr1:66555612:66555812:L3,tracer10022,LINE,CR1,0.794940009,4.63E-91,0.805169034,1.75E-98
chr1:66565537:66565751:L2a,tracer10022,LINE,L2,0.790316898,2.75E-89,0.813555724,4.04E-102
chr1:66576150:66576227:MIRb,tracer10022,SINE,MIR,0.77216108,9.84E-83,0.804103536,4.93E-98
chr1:66603920:66604191:AluSx1,tracer10022,SINE,Alu,0.794614323,6.23E-91,0.812845234,8.34E-102
chr1:66627509:66627741:MIRb,tracer10022,SINE,MIR,0.796881951,8.21E-92,0.808857572,4.63E-100
chr1:66628753:66628906:MIRb,tracer10022,SINE,MIR,0.783214686,1.20E-86,0.804145146,4.74E-98
chr1:66642897:66643075:L2a,tracer10022,LINE,L2,0.771565813,1.57E-82,0.803177535,1.21E-97
